"","flow","mean","std","minimum","maximum"
"41","DPAMP->GADIFO",0.00024654318808456,0.000235419222485119,2.22051694163285e-08,0.00225333974333897
"42","DETSHR->GADIFO",0.000385268127770495,0.000363254465514476,6.03318515856205e-09,0.00267301584418341
"43","SUDECR->GADIFO",0.000271042928028689,0.000254734618345836,4.03071643930212e-08,0.00203045756037833
"44","PAGURI->GADIFO",0.000556952778010443,0.000527375098143655,1.98238136513845e-08,0.00462657819970705
"45","CARNCR->GADIFO",0.000895993604771663,0.000857534352298461,2.47677157570111e-07,0.00742758665660874
"46","ASTRUB->GADIFO",0.000605473386066813,0.00057541232789254,9.62971396474128e-08,0.00403997119735113
"47","OPHIUR->GADIFO",0.000558501410097503,0.000532021591021738,2.86139042962477e-08,0.00510932650869033
"48","ECHCOR->GADIFO",0.000268446558621809,0.000256959430591612,5.9898845775166e-08,0.00200943135690554
"49","DETPOL->GADIFO",0.000972544871567286,0.000920998633974792,4.81012250863336e-08,0.00743947390795793
"50","NEPHTY->GADIFO",0.000847392526976731,0.000807760641804102,1.61136390973598e-07,0.00786863290198779
"51","CARPOLP->GADIFO",0.000231435831541972,0.000217155456051427,4.47740233949895e-08,0.00191443587122042
"52","CARPOLC->GADIFO",0.000115269240783878,0.000108408120504197,8.60378119055728e-09,0.000990933688219304
"53","CARPOLPC->GADIFO",0.000529684888406644,0.000511162496815966,3.95889241615983e-10,0.00471167528631955
"54","SUSWOR->GADIFO",0.000289094754316169,0.000273873779233867,3.52155583554133e-08,0.00288024027863997
"55","SEPATL->GADIFO",0.00251377707086124,0.00175518672845113,4.11773826492542e-08,0.011846505318158
"56","ZOOPLANKT->GADIFO",0.000290794584266265,0.00027467000466057,1.82565924331315e-08,0.00252428099489076
"57","GOBIFO->GOBIFO",0.000341009351021914,0.000296142747740833,1.20570422914139e-08,0.00238010178668637
"58","CUMACE->GOBIFO",0.00030836263931243,0.000292321792480392,1.6906036566439e-09,0.0023422802262636
"59","DETAMP->GOBIFO",0.000409757598437905,0.000387398290724116,8.3521210034197e-08,0.00287877869396427
"60","DPAMP->GOBIFO",0.000391647844973171,0.000368691135019476,9.81568457175748e-08,0.00318534083653391
"61","DETSHR->GOBIFO",0.00067354266940568,0.000628062640453554,3.43879346262044e-09,0.00492787167661107
"62","SUDECR->GOBIFO",0.000431341613654579,0.000406340975159673,6.60614734311504e-08,0.00321471160731182
"63","CARNCR->GOBIFO",0.00179079972938461,0.00132996890583161,3.15988274023024e-07,0.00688036244404545
"64","DETPOL->GOBIFO",0.00198131296447638,0.00138488146237714,7.35292647368116e-08,0.00677150590490929
"65","NEPHTY->GOBIFO",0.00172422225154202,0.00133728052604387,4.09303846423511e-07,0.0072600496638425
"66","CARPOLP->GOBIFO",0.000271473540543482,0.000250439048292682,1.37285277147834e-09,0.00196448557469873
"67","CARPOLC->GOBIFO",0.000121633662706245,0.000114339974062781,1.36498760406646e-09,0.000807205491389611
"68","CARPOLPC->GOBIFO",0.000994903013831516,0.00091831878876467,5.83003687901324e-08,0.00637193962806832
"69","SUSWOR->GOBIFO",0.000476313990615442,0.000444462916997952,1.57141739656709e-07,0.00323902315726367
"70","SUSBIV->GOBIFO",0.00035480524534342,0.000336351033719714,1.02156911666315e-08,0.00260422962155684
"71","HSUDEBI->GOBIFO",0.00037626564593089,0.000351160464432122,2.38624903891981e-08,0.00285831629295811
"72","SUDEBI->GOBIFO",0.00039409563159561,0.000364992627734488,1.94724552069548e-08,0.00279607628818072
"73","BROGAS->GOBIFO",0.000342598500922171,0.000323928687622854,6.83313182391302e-08,0.00319924645931218
"74","SUSGAS->GOBIFO",0.00014883167984407,0.000138619960659258,1.66711522443175e-08,0.00107629816501135
"75","ZOOPLANKT->GOBIFO",0.000485808513999576,0.000452471767525087,3.29389508696201e-08,0.00337618690168231
"76","ISOPOD->GOBIFO",0.000245145839604912,0.000230639132241743,1.28239963385113e-08,0.00177631670593827
"77","SOM->GOBIFO",0.000240924098862686,0.000220711117466374,3.96747811860988e-09,0.00148646325803843
"78","SPOM->GOBIFO",0.000379078125503539,0.000353394938317437,4.48554642864737e-09,0.00336396066592003
"79","AMMODY->MULLIF",0.00016183475837969,0.000142957387028715,9.53910676212977e-08,0.00101502858374058
"80","DETAMP->MULLIF",0.000172565538131912,0.000155327184516684,1.52678727609894e-09,0.00123618634373207
"81","DPAMP->MULLIF",0.00016937116951757,0.000153412265944665,1.68444040227015e-08,0.00106784071262015
"82","DETSHR->MULLIF",0.000206817233053282,0.000194272149121242,4.60167017786225e-09,0.00166313305751899
"83","SUDECR->MULLIF",0.000175317353576256,0.000160085355799726,3.45351995226614e-08,0.00119038275635764
"84","PAGURI->MULLIF",0.000220425886313656,0.000201149121756114,1.8239025626154e-08,0.00147135383293888
"85","CARNCR->MULLIF",0.000217629583278174,0.000187452642684911,1.87700784217892e-08,0.00123060069515638
"86","OPHIUR->MULLIF",0.000218830677158817,0.000201125379473768,9.63506868489816e-10,0.00154418397461687
"87","DETPOL->MULLIF",0.000218833918917002,0.000188077434168642,1.28431915696988e-08,0.001240196909497
"88","NEPHTY->MULLIF",0.000219069870872657,0.00018964971568457,6.77215674303906e-08,0.00139752360969354
"89","CARPOLP->MULLIF",0.00013509816818673,0.000124616696251639,4.22793202107305e-08,0.000922504251779809
"90","CARPOLC->MULLIF",8.64762389035425e-05,8.1511459892159e-05,4.1696695863758e-09,0.000687708873886641
"91","CARPOLPC->MULLIF",0.000209063847570563,0.000191311624952333,5.44609307398468e-08,0.00143630172439249
"92","SUSWOR->MULLIF",0.00018430450531757,0.000168435251424633,4.71481842787816e-08,0.00108267335331515
"93","SUSBIV->MULLIF",0.000161766044672479,0.000152994614173682,5.22402013471301e-08,0.00117119670485795
"94","HSUDEBI->MULLIF",0.000164295489086821,0.000145934725941593,1.62968917638162e-09,0.000981045602950025
"95","SUDEBI->MULLIF",0.000172367756183688,0.000153063502173463,3.12544306425886e-08,0.0012285498625387
"96","BROGAS->MULLIF",0.00015960244765075,0.000143158142832553,2.0921563534563e-08,0.00115047064862026
"97","SUSGAS->MULLIF",0.000102091879816564,9.7458558038329e-05,1.95864913515763e-09,0.000909396193220815
"98","ZOOPLANKT->MULLIF",0.000186253546485327,0.000169381854157379,5.97977599199259e-08,0.00119621965864109
"99","GOBIFO->COTTOI",8.24356149953381e-05,6.02337668953151e-05,2.3368276373557e-08,0.000338197288823104
"100","DETAMP->COTTOI",2.991174017117e-05,2.77565665691106e-05,1.76718299995404e-10,0.000239220275483458
"101","DPAMP->COTTOI",3.06223023218438e-05,2.80320226237142e-05,3.28864359849572e-09,0.000206338326502747
"102","DETSHR->COTTOI",4.33101047944021e-05,4.03687935028627e-05,2.50781259619297e-10,0.000340221742703839
"103","SUDECR->COTTOI",3.1007406009164e-05,2.85193190049452e-05,9.55928274388633e-09,0.00024568685598048
"104","PAGURI->COTTOI",5.64800392935461e-05,5.31280769118359e-05,1.00226107098985e-09,0.000516655101810991
"105","CARNCR->COTTOI",7.43440214297085e-05,6.61361874090169e-05,1.45860396446451e-09,0.000518652186880769
"106","DETPOL->COTTOI",7.47878176236061e-05,6.51785797666737e-05,1.73199739642049e-08,0.000399305761472284
"107","NEPHTY->COTTOI",7.05138577684507e-05,6.3196252143977e-05,1.09961987891013e-08,0.000441343839417352
"108","CARPOLP->COTTOI",6.16254060224609e-05,5.64229522134726e-05,1.22856010851049e-08,0.000426307868733172
"109","CARPOLC->COTTOI",5.16628067208182e-05,4.75019462607996e-05,3.64999970317152e-09,0.000420802283296853
"110","CARPOLPC->COTTOI",5.73859694551658e-05,5.47685229840731e-05,6.82282275415523e-09,0.000504511427426026
"111","SUSWOR->COTTOI",3.32151603846932e-05,3.10370222752886e-05,2.08667478304055e-10,0.000254384731600671
"112","SUSBIV->COTTOI",3.56507763659147e-05,3.39022579564848e-05,8.21127244934124e-10,0.000237819967056616
"113","HSUDEBI->COTTOI",2.85334296565541e-05,2.63030064474393e-05,7.28707671431944e-09,0.000225995493819571
"114","SUDEBI->COTTOI",2.90881370409122e-05,2.66581702407057e-05,5.62374912429707e-09,0.000217447138191443
"115","BROGAS->COTTOI",2.80454240670302e-05,2.61814387229619e-05,5.40642264318747e-09,0.00024174434662864
"116","SUSGAS->COTTOI",3.35719915465348e-05,3.20687603566205e-05,5.2733264123208e-11,0.000258090060971856
"117","ZOOPLANKT->COTTOI",3.41133120194751e-05,3.17619275404975e-05,5.07868186489457e-09,0.000260071388341469
"118","GOBIFO->PERCOI",7.75739482166e-05,6.06965586928587e-05,1.78859453449264e-08,0.000395094561182972
"119","CUMACE->PERCOI",3.28108358524826e-05,2.97276032389788e-05,1.37258940926524e-09,0.000195738039679569
"120","CALLIA->PERCOI",3.72581235288163e-05,3.42853446576734e-05,1.41429334110335e-08,0.000246223848585094
"121","ISOPOD->PERCOI",2.66768751734858e-05,2.41714164333643e-05,2.01386828070752e-09,0.000167895461184617
"122","DETAMP->PERCOI",3.66747653480809e-05,3.37364958537794e-05,2.07149122832194e-09,0.00024571112039526
"123","DPAMP->PERCOI",3.72310437474494e-05,3.41869507717092e-05,6.93124635393985e-09,0.000271407035461322
"124","DETSHR->PERCOI",5.09668900675597e-05,4.83967292664954e-05,3.75674035894298e-09,0.000434755159726179
"125","SUDECR->PERCOI",3.75404993058796e-05,3.42869747142996e-05,8.34479858002325e-10,0.000260031010391361
"126","PAGURI->PERCOI",6.39902064917788e-05,6.01896424936304e-05,7.72412913661129e-10,0.0004329543610978
"127","CARNCR->PERCOI",7.56532325813257e-05,6.59021666943057e-05,8.57511549772022e-09,0.000457973841144488
"128","DETPOL->PERCOI",7.90963845885889e-05,6.77915173163201e-05,6.41374953494478e-09,0.000472968130654494
"129","NEPHTY->PERCOI",7.45639380424604e-05,6.5808536256543e-05,9.93097371164258e-09,0.000433503393828165
"130","CARPOLP->PERCOI",6.24512829960182e-05,5.6881029882409e-05,2.22445971266514e-08,0.000384765581828503
"131","CARPOLC->PERCOI",5.18648449028055e-05,4.70460761523857e-05,4.29472437330524e-10,0.00040498801711419
"132","CARPOLPC->PERCOI",6.45646118744225e-05,6.096566553314e-05,1.82640954610184e-09,0.000465686947989287
"133","ZOOPLANKT->PERCOI",4.09143289474672e-05,3.81430465420648e-05,1.28692940950127e-09,0.000250424259313441
"134","SOM->PERCOI",2.41037319394523e-05,2.11520810423133e-05,7.50904006171684e-09,0.000149665614917634
"135","CALLIO->SCORPA",0.000936930425472067,0.000784475075827682,4.38848680757339e-08,0.00476703204306862
"136","GADIFO->SCORPA",0.000748323684151991,0.000472497624564601,5.18875548136729e-07,0.00279792886145733
"137","GOBIFO->SCORPA",0.000278060403738643,0.000252416609266811,1.04171604201399e-09,0.00181686972307748
"138","AMMODY->SCORPA",0.000313053630649269,0.00026837039692382,4.25715917045101e-09,0.0016292815919503
"139","PLEURO->SCORPA",0.00106989986034935,0.000836293615651143,1.04590744468142e-07,0.00475590477985772
"140","CUMACE->SCORPA",0.000211526359665843,0.000195858379480657,1.85560938329205e-08,0.00153366426901633
"141","ISOPOD->SCORPA",0.000176277769850954,0.000164779112008668,1.4193072665574e-08,0.0012433101364599
"142","DETAMP->SCORPA",0.000263198691341411,0.000243980279898049,5.68525444546297e-10,0.00183825211939499
"143","DPAMP->SCORPA",0.000251822932440465,0.000233796495254751,1.40448263660012e-08,0.00192635560841697
"144","DETSHR->SCORPA",0.000375866843078313,0.000348553427851485,2.30530389419086e-08,0.00287587369914225
"145","SUDECR->SCORPA",0.000272934525486665,0.000251819006736166,2.72966929229745e-09,0.00203025268247095
"146","PAGURI->SCORPA",0.000504850406836803,0.000464966562859789,9.4489760924261e-08,0.00345835600896096
"147","CARNCR->SCORPA",0.000734217161056215,0.000662732857003114,1.9736286896522e-07,0.00511872236604018
"148","ZOOPLANKT->SCORPA",0.000294366858460617,0.000271249502831977,6.23662366021349e-09,0.0020980450554952
"149","CARANG->AMMODY",0.00024978099316461,0.000208600441885592,5.66653323230774e-08,0.00145153145628201
"150","GADIFO->AMMODY",0.000189561855835991,0.000159275959349686,1.59097499572656e-08,0.00119772827102746
"151","GOBIFO->AMMODY",0.000176762997820492,0.000158994651497029,4.34445922718954e-08,0.0010981192243532
"152","MULLIF->AMMODY",0.000325861413046249,0.000245192013912007,7.38663858756506e-08,0.00112699717254097
"153","CUMACE->AMMODY",0.000678349910543903,0.000579572137033695,2.17638195812303e-08,0.00430511954463235
"154","ISOPOD->AMMODY",0.000687316459923875,0.000502832151076712,2.76251191787266e-08,0.00316060461618188
"155","DETAMP->AMMODY",0.000892505426209488,0.000736320982607875,5.08555872775296e-08,0.00478134029445595
"156","DPAMP->AMMODY",0.000756962748391411,0.000655965044197595,9.02348176400189e-09,0.0044080961352944
"157","DETSHR->AMMODY",0.000648958643700979,0.000559238492910235,1.2312079852241e-08,0.00356105518462647
"158","ZOOPLANKT->AMMODY",0.000831628440473691,0.00072553266734641,2.12918426271101e-08,0.00494133759904793
"159","AMMODY->PLEURO",0.00043643003492837,0.000330463727341635,7.82791844049604e-08,0.00169239226360751
"160","PLEURO->PLEURO",0.0115900498201026,0.00991638155475362,2.20068985073638e-06,0.0723602343273172
"161","CUMACE->PLEURO",0.00168788882934304,0.00150308207310385,2.06414404260391e-07,0.0101108658306082
"162","CALLIA->PLEURO",0.000603896597229728,0.000411813832099566,8.27309617119391e-08,0.00197519209728009
"163","ISOPOD->PLEURO",0.00155882577582556,0.00139160230077099,2.92412462800569e-08,0.00973785770239195
"164","DETAMP->PLEURO",0.0134310363302144,0.0119497911700129,2.21251914363339e-06,0.0794558874880726
"165","DPAMP->PLEURO",0.00302011710230148,0.00272322672062077,3.04393502616932e-07,0.0191771657701123
"166","DETSHR->PLEURO",0.0148196718075295,0.0136472185836658,3.57835346924037e-07,0.100257198123348
"167","SUDECR->PLEURO",0.024613103299179,0.0205263516699819,3.69494625528996e-08,0.131447008215262
"168","PAGURI->PLEURO",0.0132009308703653,0.0120254494132461,2.11023426905471e-06,0.10085989194891
"169","CARNCR->PLEURO",0.0131851237004512,0.0115377248537002,8.70357741984638e-07,0.0724892363422185
"170","ASTRUB->PLEURO",0.0155316463783778,0.0137702568428022,4.02149074666419e-07,0.0911701608783476
"171","OPHIUR->PLEURO",0.00805817695168284,0.00587667836866437,2.04552770229729e-06,0.0282827437597862
"172","ECHCOR->PLEURO",0.0243796568148905,0.0205729514709333,2.52356199186112e-06,0.133743199262114
"173","DETPOL->PLEURO",0.0129567990606343,0.0112109476150599,7.60470416042141e-07,0.0776446406262899
"174","NEPHTY->PLEURO",0.0136569681849533,0.0119217022076658,1.49552646157676e-06,0.0723898462677422
"175","CARPOLP->PLEURO",0.000290097759451673,0.000269811579582936,4.37635443927228e-08,0.00189676990240394
"176","CARPOLC->PLEURO",0.000127150319249269,0.000117502629116634,2.73597623724098e-08,0.000927103398523824
"177","CARPOLPC->PLEURO",0.00482596471318912,0.00434269871889479,1.02318986070915e-06,0.0295882124319137
"178","SUSWOR->PLEURO",0.0119707971650329,0.0109606194817406,1.36860721137589e-06,0.097239559117839
"179","SUSBIV->PLEURO",0.000841994440219,0.000759400122962927,1.02238011501567e-07,0.00563632327730589
"180","HSUDEBI->PLEURO",0.01092536632332,0.00979874683027946,1.92215715865774e-07,0.0799880061780505
"181","SUDEBI->PLEURO",0.0249728885210031,0.0200240223765655,3.42004396255444e-06,0.117976479931065
"182","ZOOPLANKT->PLEURO",0.0241132270075875,0.0210531335595656,8.54936582639354e-08,0.144618629971791
"183","GOBIFO->PLEURO",0.000305115176345241,0.00027657101723484,1.40530830221738e-07,0.00227201802901012
"184","BROGAS->PLEURO",0.00218267169507089,0.00192364367720144,7.21845807491281e-08,0.0131010998232626
"185","SUSGAS->PLEURO",0.000188957328674165,0.000167613523354579,8.1449712177221e-09,0.0011526119715154
"186","SEPATL->PLEURO",0.00610842130501261,0.00449396217898396,2.76326120242365e-06,0.0213476782340869
"187","ZOOPLANKT->JELLY",2.69308457685329,0.360188716772671,1.80322751344422,3.48775953054103
"188","SPOM->JELLY",1.79538971790072,0.24012581118178,1.202151675628,2.32517302035921
"189","ZOOPLANKT->CUMACE",0.000707830657506474,0.000527834404480823,2.21703672265757e-07,0.00278973818348147
"190","PHYTOPLANKT->CUMACE",0.0340798989875329,0.00709536585851383,0.0119778934006355,0.0525563549795952
"191","SOM->CUMACE",0.00393503114587149,0.00291555086492252,5.90525979760088e-07,0.0156638520424304
"192","SPOM->CUMACE",0.000932701820466696,0.000695800591403656,8.13326605736677e-08,0.00361325267391733
"193","SOM->CALLIA",0.00329233071740158,0.000970921498342473,0.000937885798106148,0.00634898204532777
"194","SPOM->CALLIA",0.000443198297926931,0.000130700970930717,0.000126253789560245,0.000854670592070837
"195","SOM->ISOPOD",0.0308907809690231,0.00376237454566787,0.0186516078112656,0.0579692604748675
"196","SOM->DETAMP",0.266515944565874,0.0324954689867469,0.126046330695687,0.528350600228
"197","SOM->DPAMP",0.0597865392679758,0.00991552228872643,0.0316954198068812,0.107916806464691
"198","ZOOPLANKT->DPAMP",0.00271072467289991,0.000449570280093388,0.00143707190136409,0.00489295341229768
"199","ZOOPLANKT->DETSHR",0.0668635160339501,0.0311313244990587,0.000171338716907971,0.237516549099011
"200","SOM->DETSHR",0.137558702756663,0.0285219074468211,0.0509076431105118,0.293635680768457
"201","SPOM->DETSHR",0.111657348002655,0.0438759045783688,0.000499847455251445,0.371979500648798
"202","ZOOPLANKT->SUDECR",1.00100887132627,0.130102728082759,0.640722520538095,1.40080643041244
"203","PHYTOPLANKT->SUDECR",4.44904834179161,0.47791643818325,2.87563974198295,5.88396138844406
"204","SOM->SUDECR",0.219380466419461,0.154484055987822,2.36927640469044e-05,0.823638604966567
"205","SPOM->SUDECR",0.492197207591918,0.0922358620398891,0.215093975154288,0.747304027228386
"206","ZOOPLANKT->PAGURI",0.164048621412527,0.05002757761093,0.0350393236870628,0.469478265559475
"207","SOM->PAGURI",0.043255427739182,0.0178569389353829,0.000374885804333852,0.148153824449459
"208","SPOM->PAGURI",0.157195076885341,0.0606160592201521,0.000200391896054475,0.562403479425269
"209","GOBIFO->CARNCR",0.000305285066528878,0.000275141688873383,4.0580697807041e-08,0.00192150498217521
"210","CUMACE->CARNCR",0.00180048596774351,0.00157485502513615,3.77354194475209e-10,0.0110745274390852
"211","ISOPOD->CARNCR",0.00157236391683212,0.00142396104573748,1.42688059971033e-08,0.0102587752602893
"212","DETAMP->CARNCR",0.0215633198560192,0.0181461280534397,2.33606587054045e-07,0.126191175087158
"213","DPAMP->CARNCR",0.00337239028521102,0.00295827516117255,7.51086577100828e-08,0.0217756497894974
"214","DETSHR->CARNCR",0.0332746095082613,0.0256287986984064,2.15776959033924e-06,0.155860522917304
"215","SUDECR->CARNCR",0.102873510108151,0.0689938306835805,2.29416840831901e-05,0.471172698118705
"216","PAGURI->CARNCR",0.0351516016921577,0.0273547317441456,6.37467569549303e-06,0.165364444443253
"217","DETPOL->CARNCR",0.0633680218019556,0.0422099972580177,6.14697920231499e-07,0.308604155628176
"218","NEPHTY->CARNCR",0.0619554393389415,0.0426971695543514,3.04119820787319e-05,0.312666434241136
"219","CARPOLP->CARNCR",0.000299824787292608,0.000275416602579809,8.71267059940881e-08,0.00213629226915914
"220","CARPOLC->CARNCR",0.000125866331523538,0.000116755175041869,9.35954639366816e-09,0.000949750609113317
"221","CARPOLPC->CARNCR",0.00627270574033312,0.00543406044877843,2.87421282002279e-07,0.0347598968999595
"222","SUSWOR->CARNCR",0.0182893572347875,0.0158500248177416,8.6939662452182e-07,0.104802432023515
"223","SUSBIV->CARNCR",0.000876307832789613,0.000773829436662144,1.7728966788307e-07,0.00523579899734552
"224","HSUDEBI->CARNCR",0.0146377242275508,0.0124483113178627,4.05321644837917e-08,0.0838326721937191
"225","SUDEBI->CARNCR",0.0860705137734739,0.0639842331464706,8.53463660788048e-06,0.490763623269668
"226","BROGAS->CARNCR",0.00228124841746297,0.00194515583781488,1.71225882872449e-07,0.014079744923615
"227","SUSGAS->CARNCR",0.000191911493683134,0.00017221882555139,3.49097759924448e-08,0.00113559126927071
"228","SOM->CARNCR",0.0932353196441354,0.0490259188736157,3.78751192273152e-05,0.333653925647057
"229","CUMACE->ASTRUB",0.00177057608735862,0.00155174319217279,4.02963454331199e-07,0.0107936580774011
"230","ISOPOD->ASTRUB",0.00160288147653463,0.00142845037524663,3.66133932960885e-07,0.0109698149197633
"231","DETAMP->ASTRUB",0.021849609056006,0.0182529226363847,2.76517566748809e-06,0.112670357350665
"232","DPAMP->ASTRUB",0.003360649953215,0.00293301676126252,2.93577911836513e-07,0.0201095850073132
"233","SUDECR->ASTRUB",0.341291840188908,0.255229211740648,0.000147845157734772,1.39364545475375
"234","PAGURI->ASTRUB",0.0356798546448697,0.0278829760898939,5.47638639211701e-06,0.163033572764464
"235","CARNCR->ASTRUB",0.0755349783029968,0.0423451330737794,8.95460003419446e-06,0.301264980321442
"236","ASTRUB->ASTRUB",3.31420284385459,0.243868621878512,2.42118253016515,4.00403190345592
"237","DETPOL->ASTRUB",0.0817057909960055,0.0549153602705867,3.98209520297427e-05,0.330069622218113
"238","NEPHTY->ASTRUB",0.0799827579187371,0.0566809299310579,3.31719962485821e-05,0.388503417045209
"239","CARPOLP->ASTRUB",0.000291648109203607,0.000267412661706192,1.9035712573564e-08,0.00184054202115439
"240","CARPOLC->ASTRUB",0.000124817448365703,0.000114939748270698,8.66539277418372e-09,0.000986694081890713
"241","CARPOLPC->ASTRUB",0.00640939581860581,0.00547833027578052,1.28974124769671e-06,0.0350559572792565
"242","SUSWOR->ASTRUB",0.0182331650430506,0.015713804762002,3.9218507308108e-06,0.0977568113012028
"243","SUSBIV->ASTRUB",0.000876698731143423,0.000784105564937804,5.47789561745068e-08,0.00555237830598777
"244","HSUDEBI->ASTRUB",0.0150979329203799,0.0126697887979802,8.88670423978501e-07,0.0806959054474878
"245","SUDEBI->ASTRUB",0.108823891539423,0.0793416502964095,7.78703302950062e-06,0.68409663408459
"246","BROGAS->ASTRUB",0.00229540638519772,0.00198652681038888,9.46150989027222e-08,0.0134088849738502
"247","SUSGAS->ASTRUB",0.000188212713886133,0.000166897566867721,2.94351062310817e-09,0.00111899739338394
"248","SOM->ASTRUB",3.77457257059429,0.241343978324545,3.03976961798339,4.74814651053569
"249","CUMACE->OPHIUR",0.00151938541165044,0.00139018563666149,1.90911901867496e-07,0.00974816101143207
"250","ISOPOD->OPHIUR",0.00154138841525596,0.00138849768058452,2.98173239430476e-07,0.00984397388546697
"251","DETAMP->OPHIUR",0.00601094693025264,0.00562606969100475,5.71834400546202e-07,0.0513300206491715
"252","DPAMP->OPHIUR",0.00242316800586134,0.00225469810045681,7.86757918322706e-08,0.0155120921434698
"253","DETSHR->OPHIUR",0.00463298901980249,0.00430571137069482,1.1805687664045e-07,0.0344439252048518
"254","OPHIUR->OPHIUR",0.00350541089147358,0.00317854305758953,1.14749525418616e-07,0.023309901826271
"255","ECHCOR->OPHIUR",0.00699695683144305,0.00653126834155307,2.46602625579889e-07,0.0481715242484507
"256","DETPOL->OPHIUR",0.00335220382067347,0.00306813960526607,1.71912128059913e-07,0.0238577296627622
"257","NEPHTY->OPHIUR",0.00349482878651398,0.0032334349614011,1.50521708016887e-07,0.0232456414837552
"258","CARPOLP->OPHIUR",0.000272128222266246,0.000252136942052012,1.73560746648176e-08,0.00215270322565309
"259","CARPOLC->OPHIUR",0.000122649977705123,0.000113813984365646,8.29203442292026e-10,0.000864500001465111
